+-----------------------------+--------+----------------------------------------+
|        Professor Name       | Rating |                Subject                 |
|       Nicholas Darnton      |  4.1   |                Physics                 |
|     Jennifer Weizenecker    |  5.0   |             Public Policy              |
|       Christian Houdre      |  1.6   |              Mathematics               |
|       Carson Meredith       |  4.5   |          Chemical Engineering          |
|          Bob Myers          |  1.7   |               Accounting               |
|  Radhakrishnaiah Parachuru  |  4.8   |         Materials Engineering          |
|         Alok Amatya         |  4.0   |                English                 |
|        Justin Romberg       |  3.4   |         Electrical Engineering         |
|       Keaton Fletcher       |  4.7   |               Psychology               |
|          Aldo Ferri         |  5.0   |         Mechanical Engineering         |
|        Jesse Sestito        |  4.0   |         Mechanical Engineering         |
|    Nazanin Bassiri Gharb    |  3.3   |              Engineering               |
|       Steven Biegalski      |  4.8   |          Nuclear Engineering           |
|         Meg Grantham        |  4.1   |             Earth Science              |
|    Christopher Muhlstein    |  4.8   |         Materials Engineering          |
|        Young Mi Choi        |  2.3   |           Industrial Design            |
|        Hassan Rashidi       |  3.4   |         Mechanical Engineering         |
|        Keren BenHaim        |  3.0   |            Modern Languages            |
|        George Thomas        |  3.2   |                English                 |
|        Faramarz Fekri       |  1.6   |         Electrical Engineering         |
|       Igor Belegradek       |  3.0   |              Mathematics               |
|          Chao Zhang         |  3.2   |            Computer Science            |
|        Brian Hrolenok       |  2.8   |            Computer Science            |
|        Nakul Gopalan        |  1.0   |            Computer Science            |
|        Richard Cowan        |  4.9   |         Mechanical Engineering         |
|         Wendy Truran        |  4.7   |                English                 |
|           Tuo Zhao          |  2.3   |         Industrial Engineering         |
|         Joyce Medina        |  3.7   |              Architecture              |
|       Andrew Culbreth       |  5.0   | Literature, Media, &amp; Communication |
|         Bianca Batti        |  4.9   |                English                 |
|        Wayne Whiteman       |  4.3   |         Mechanical Engineering         |
|        Damon Williams       |  3.8   |         Industrial Engineering         |
|         Suresh Menon        |  2.8   |         Aerospace Engineering          |
|         Shijie Deng         |  2.5   |         Industrial Engineering         |
|      Gabriel RinconMora     |  5.0   |         Electrical Engineering         |
|          Shaolan Li         |  4.5   |         Electrical Engineering         |
|         Boni Yraguen        |  5.0   |         Mechanical Engineering         |
|        Kantwon Rogers       |  4.9   |            Computer Science            |
|       Adrian Gardiner       |  2.7   |   Information Technology Management    |
|         Richard Sapp        |  4.5   |   Information Technology Management    |
|       Nikolay Koposov       |  5.0   |        History &amp; Sociology         |
|          Jim Craig          |  2.0   |         Aerospace Engineering          |
|      Cedric Stallworth      |  4.4   |            Computer Science            |
|       Seth Hutchinson       |  4.6   |            Computer Science            |
|        Frank Dellaert       |  2.3   |            Computer Science            |
|          Zhiwu Lin          |  2.0   |              Mathematics               |
|      Sigrun Andradottir     |  4.6   |         Industrial Engineering         |
|       Ada Gavrilovska       |  3.8   |            Computer Science            |
|       Ashutosh Dhekne       |  4.0   |            Computer Science            |
|       Greg Blekherman       |  4.4   |              Mathematics               |
|        Kevin Johnson        |  3.1   |         Electrical Engineering         |
|       Tiffany Johnson       |  4.5   |               Management               |
|          Yaofeng Su         |  5.0   |              Mathematics               |
|        Joseph Sadighi       |  4.7   |               Chemistry                |
|         Hyesoon Kim         |  4.2   |            Computer Science            |
|          Jiaqi Yang         |  2.0   |              Mathematics               |
|        Casey Wichman        |  5.0   |               Economics                |
|         Anton Leykin        |  1.8   |              Mathematics               |
|          Jason Wang         |  4.7   |              Engineering               |
|        Pamela Pollet        |  4.4   |               Chemistry                |
|         Mark Losego         |  4.5   |         Materials Engineering          |
|        Daniel Goldman       |  2.2   |                Physics                 |
|         Rick Trebino        |  4.1   |                Physics                 |
|         Thomas Conte        |  3.4   |            Computer Science            |
|        Prasad Tetali        |  4.5   |              Mathematics               |
|          Irfan Essa         |  1.2   |            Computer Science            |
|        Mark Davenport       |  3.0   |         Electrical Engineering         |
|     Arijit Raychowdhury     |  4.5   |         Electrical Engineering         |
|        Azadeh Ansari        |  3.0   |         Electrical Engineering         |
|      Armenak Petrosyan      |  3.4   |              Mathematics               |
|       Gokul Pathikonda      |  3.0   |         Materials Engineering          |
|        Kelly Comfort        |  5.0   |            Modern Languages            |
|         Tobin Isaac         |  5.0   |            Computer Science            |
|      Lizanne Destefano      |  5.0   |               Psychology               |
|      Raphael Rosenzweig     |  4.0   |                Biology                 |
|       Alberto Fuentes       |  4.5   |         International Politics         |
|        Sonia Chernova       |  4.0   |            Computer Science            |
|     Athanassios Economou    |  0.0   |              Architecture              |
|            Jun Xu           |  3.5   |            Computer Science            |
|         Scott Moffat        |  5.0   |               Psychology               |
|         Devi Parikh         |  0.0   |            Computer Science            |
|        Laura Huffman        |  5.0   |             Public Policy              |
|         Parisa Zowj         |  4.0   |         Industrial Engineering         |
|          James Rehg         |  4.7   |            Computer Science            |
|         Nolan Hertel        |  4.0   |          Nuclear Engineering           |
|          Luca Dieci         |  3.4   |              Mathematics               |
|         John Stasko         |  4.7   |            Computer Science            |
|         Gary Lavigne        |  5.0   |              Mathematics               |
|        Robert Dickson       |  3.1   |               Chemistry                |
|     Guillermo Goldsztein    |  3.4   |              Mathematics               |
|       Daniel Amsterdam      |  4.8   |                History                 |
|       Joseph Lachance       |  5.0   |                Biology                 |
|         Joshua Cohen        |  5.0   |                English                 |
|        Mawutor Amanfu       |  4.5   |              Mathematics               |
|         Robert Foley        |  3.9   |         Industrial Engineering         |
|          James Wray         |  4.8   |                Science                 |
|       Michael Messner       |  1.0   |               Management               |
|         Peter Yunker        |  4.6   |                Physics                 |
|        Jacob Blevins        |  4.5   |         Mechanical Engineering         |
|       Amanda Stockton       |  4.5   |               Chemistry                |
|          Shana Kerr         |  3.3   |                Biology                 |
|        Aki Matsushima       |  4.7   |                Japanese                |
|        Michael Leamy        |  4.2   |         Mechanical Engineering         |
|          Han Huang          |  5.0   |              Mathematics               |
|       Anton Bernshteyn      |  4.3   |              Mathematics               |
|         Joshua Wells        |  1.4   |         Electrical Engineering         |
|          Kevin Haas         |  5.0   |           Civil Engineering            |
|        Marc Harkonen        |  5.0   |              Mathematics               |
|            Lee Oh           |  5.0   |                 Korean                 |
|        Surena Hozoori       |  3.6   |              Mathematics               |
|          Neha Kumar         |  3.6   |         International Politics         |
|          Jason Rich         |  4.3   |           Political Science            |
|          KuenDa Lin         |  4.7   |         International Politics         |
|        John Browning        |  4.2   |                English                 |
|           Dong Liu          |  4.7   |               Management               |
|        Brian Woodall        |  4.7   |         International Politics         |
|           Kim Cobb          |  2.7   |             Earth Science              |
|      Fariborz Farahmand     |  2.6   |              Engineering               |
|         David Reeves        |  0.0   |             Public Policy              |
|       Richard Simmons       |  5.0   |         Mechanical Engineering         |
|        Frederic Bien        |  1.7   |               Management               |
|       Marco Ceccagnoli      |  4.0   |               Management               |
|       Michael Dutcher       |  5.0   |               Management               |
|         Sarah Barnes        |  5.0   |        History &amp; Sociology         |
|         Bryan Watson        |  5.0   |         Mechanical Engineering         |
|          Shuman Xia         |  4.5   |         Mechanical Engineering         |
|        Doron Lubinsky       |  4.5   |              Mathematics               |
|    Christopher Jankowski    |  4.6   |              Mathematics               |
|        Martina Balic        |  3.0   |           Civil Engineering            |
|         Mary Elliott        |  4.6   |                English                 |
|      Elizaveta Gonchar      |  4.7   |               Economics                |
|        Dina Khapaeva        |  4.0   |               Literature               |
|         Philip Benge        |  4.1   |              Mathematics               |
|       Hallie Lieberman      |  4.5   | Literature, Media, &amp; Communication |
|         Carla Gerona        |  3.5   |                History                 |
|        Carrie Shepler       |  4.8   |               Chemistry                |
|         Chris Taylor        |  2.7   |            Computer Science            |
|        Edgar Lightsey       |  3.5   |         Aerospace Engineering          |
|         John Taylor         |  5.0   | Literature, Media, &amp; Communication |
|         IHsiang Lee         |  4.2   |         Industrial Engineering         |
|       Samantha Wilson       |  4.6   |             Earth Science              |
|          Manu Platt         |  3.4   |         Biomedical Engineering         |
|       Philippe Bonneau      |  0.0   |              Mathematics               |
|       Christopher Heil      |  4.3   |              Mathematics               |
|   Umakishore Ramachandran   |  4.2   |            Computer Science            |
|      Abhijit Chatterjee     |  2.6   |         Electrical Engineering         |
|        Osvaldo Cleger       |  3.9   |                Spanish                 |
|        Wesley Wynens        |  3.5   |           Leadership Studies           |
|          Jan Youtie         |  4.0   |             Public Policy              |
|        Aaron Santesso       |  4.6   |               Literature               |
|         Dana Viezure        |  4.0   |                History                 |
|      Facundo Fernandez      |  5.0   |               Chemistry                |
|       Frank Rosenzweig      |  5.0   |                Biology                 |
|       Patrick McGrath       |  3.7   |                Biology                 |
|       Laurence Jacobs       |  0.0   |           Civil Engineering            |
|          Dalton Lin         |  4.6   |         International Politics         |
|        Russell Dupuis       |  3.0   |         Electrical Engineering         |
|           Cong Hao          |  0.0   |         Electrical Engineering         |
|       Seyed Ghiaasiaan      |  2.8   |         Mechanical Engineering         |
|        Yonathan Thio        |  4.2   |              Engineering               |
|         Plamen Iliev        |  3.4   |              Mathematics               |
|        Andrew Medford       |  5.0   |          Chemical Engineering          |
|         Lionel Gall         |  4.8   |                 French                 |
|         Corey Wilson        |  2.0   |          Chemical Engineering          |
|         David Harper        |  4.3   |              Mathematics               |
|          Roger Jiao         |  4.0   |         Mechanical Engineering         |
|      Michael Varenberg      |  3.8   |         Mechanical Engineering         |
|          Chris Lai          |  1.0   |           Civil Engineering            |
|          Ali Adibi          |  3.9   |         Electrical Engineering         |
|          Zsolt Kira         |  1.7   |            Computer Science            |
|       Chrissy Spencer       |  3.6   |                Biology                 |
|        Jeffrey Wilson       |  3.0   |            Computer Science            |
|         Srijan Kumar        |  5.0   |            Computer Science            |
|     Munmun De Choudhury     |  3.6   |            Computer Science            |
|         Michael Lowe        |  4.1   |               Management               |
|            Anh Le           |  0.0   |               Chemistry                |
|      Srinivas Garimella     |  3.9   |         Mechanical Engineering         |
|         GP Peterson         |  2.0   |         Mechanical Engineering         |
|       Alex Blumenthal       |  4.6   |              Mathematics               |
|        Hyunshik Shin        |  4.4   |              Mathematics               |
|        Andrew Salyer        |  5.0   |                English                 |
|          Joel Sokol         |  3.3   |               Statistics               |
|      Usha NairReichert      |  3.4   |               Economics                |
|       James Mulholland      |  3.0   |           Civil Engineering            |
|         Maria Konte         |  2.8   |            Computer Science            |
|       Jeffrey Borowitz      |  4.5   |   Information Technology Management    |
|      Rachel SeilerSmith     |  4.0   |                English                 |
|        Phillip First        |  4.0   |                Physics                 |
|        Nakia Melecio        |  0.0   |           Leadership Studies           |
|         Nader Sadegh        |  3.0   |         Mechanical Engineering         |
|       Jonathan Colton       |  2.8   |              Engineering               |
|        Nicole Redder        |  0.0   |         Industrial Engineering         |
|        Amanda Girard        |  1.3   | Literature, Media, &amp; Communication |
|       Yousef Bushehri       |  4.0   |              Architecture              |
|       Danielle Gilman       |  4.8   |                English                 |
|       Christie Stewart      |  4.0   |             Health Science             |
|        Julia Babensee       |  1.0   |         Biomedical Engineering         |
|          Zhiyu Wang         |  3.0   |              Mathematics               |
|      Mohan Srinivasarao     |  2.3   |         Materials Engineering          |
|        Rallming Yang        |  5.0   |          Chemical Engineering          |
|       Victor Breedveld      |  4.3   |          Chemical Engineering          |
|         Wenting Sun         |  4.3   |         Aerospace Engineering          |
|        Joyelle Harris       |  3.0   |         Electrical Engineering         |
|       Liu Maggie Xiao       |  5.0   |              Mathematics               |
|      Joseph Goldenburg      |  1.0   |         Electrical Engineering         |
|     Kimberly Schurmeier     |  4.2   |               Chemistry                |
|          Karl Jacob         |  4.3   |              Engineering               |
|       Denis Dorozhkin       |  4.5   |         Mechanical Engineering         |
|       Francois Guillot      |  4.7   |         Mechanical Engineering         |
|          Seung Lee          |  3.0   |         Mechanical Engineering         |
|         Ronghua Pan         |  3.1   |              Mathematics               |
|        Lesley Baradel       |  4.4   |             Health Science             |
|           Jun Ueda          |  3.6   |         Mechanical Engineering         |
|        Jeffrey Fallis       |  3.7   |                English                 |
|      Adegboyega Oyelere     |  4.1   |               Chemistry                |
|         Frank Clark         |  4.0   |                 Music                  |
|         David Shook         |  4.6   |                Spanish                 |
|        Doug Flamming        |  4.8   |                History                 |
|        Dianne Leader        |  3.8   |               Psychology               |
|     Christina Giannitsi     |  4.7   |              Mathematics               |
|         Joshua Gray         |  3.0   |         Industrial Engineering         |
|        Wendell Wilson       |  3.5   |           Industrial Design            |
|          Mary Peek          |  3.3   |               Chemistry                |
|        Anton Kleywegt       |  1.8   |         Industrial Engineering         |
|         John Taylor         |  4.6   |                English                 |
|        Peter Hesketh        |  3.5   |         Mechanical Engineering         |
|      Olufisayo Omojokun     |  3.8   |            Computer Science            |
|          John Barry         |  3.7   |         Electrical Engineering         |
|          Eric Marks         |  5.0   |           Civil Engineering            |
|            MO LI            |  2.5   |         Materials Engineering          |
|        Raghuram Pucha       |  3.6   |         Mechanical Engineering         |
|        William Howitz       |  5.0   |               Chemistry                |
|     Constantine Dovrolis    |  3.5   |            Computer Science            |
|        Jerry Seitzman       |  4.5   |         Aerospace Engineering          |
|        Sonia Serafin        |  4.7   |                 French                 |
|     Christos Alexopoulos    |  3.2   |         Industrial Engineering         |
|         Reuben Tate         |  3.7   |              Mathematics               |
|      Christopher Reeves     |  3.0   |           Political Science            |
|     William Bill Winders    |  4.1   |        History &amp; Sociology         |
|         Jill Fennell        |  5.0   |                English                 |
|          Qiliang He         |  0.0   |               Psychology               |
|        Hannah Markley       |  4.4   |                English                 |
|         McKenna Rose        |  5.0   |                English                 |
|        Siddhi Krishna       |  2.8   |              Mathematics               |
|           Yui Kim           |  3.5   |               Management               |
|        James Anderson       |  3.0   |              Mathematics               |
|        Robert Speyer        |  3.9   |         Materials Engineering          |
|         Chirag Patel        |  0.0   |         Aerospace Engineering          |
|      George Kardomateas     |  3.3   |              Engineering               |
|        Mohammad Ghomi       |  0.0   |              Mathematics               |
|       Martin Jacobson       |  5.0   |         Biomedical Engineering         |
|      Angelos Keromytis      |  0.0   |         Electrical Engineering         |
|      Natalie Stingelin      |  1.7   |         Materials Engineering          |
|         Joseph Saleh        |  4.8   |         Aerospace Engineering          |
|        Matthew Oliver       |  4.2   |               Economics                |
|         Mary Spirou         |  0.0   |               Management               |
|         Jacob Danzig        |  1.0   |         Mechanical Engineering         |
|           Yao Xie           |  4.6   |         Industrial Engineering         |
|       Patrick Fiorilli      |  0.0   |      English amp Liberal Studies       |
|     Mark Zachary Taylor     |  4.0   |           Political Science            |
|        Tobin Abraham        |  5.0   |           Cognitive Science            |
|         Aibek Musaev        |  2.5   |            Computer Science            |
|      Richard Dagenhart      |  4.2   |              Architecture              |
|        Julie Champion       |  3.8   |          Chemical Engineering          |
|        Hayriye Ayhan        |  4.4   |         Industrial Engineering         |
|       Elena Antoniadou      |  2.0   |               Economics                |
|        Ruth Poproski        |  2.8   |               Technology               |
|        Faisal Alamgir       |  3.8   |         Materials Engineering          |
|          Paul Russo         |  2.7   |         Materials Engineering          |
|        David Torello        |  3.9   |         Mechanical Engineering         |
|         Juan Rogers         |  2.2   |             Public Policy              |
|        Miriam Kuzbary       |  4.8   |              Mathematics               |
|         Erik Johnson        |  5.0   |               Economics                |
|        Sagnika Chanda       |  0.0   |     English &amp; Liberal Studies      |
|        Taylor Shapero       |  0.0   |         Materials Engineering          |
|         Shane Snyder        |  4.5   |                English                 |
|        Gregory Mayer        |  4.1   |              Mathematics               |
|     Panagiotis Tsiotras     |  3.0   |         Aerospace Engineering          |
|       Austin Christian      |  0.0   |              Mathematics               |
|         David Joyner        |  4.6   |            Computer Science            |
|         Ronald Bayor        |  0.0   |        History &amp; Sociology         |
|          Brian Beck         |  3.8   |         Electrical Engineering         |
|        Robert Thomas        |  4.3   |               Management               |
|         Adam Decker         |  4.3   |             Health Science             |
|         Alex Endert         |  3.0   |            Computer Science            |
|      Leonid Bunimovich      |  1.4   |              Mathematics               |
|         Satish Kumar        |  3.5   |         Materials Engineering          |
|        HsaioWen Liao        |  2.0   |               Psychology               |
|      Archana Ghodeswar      |  4.7   |               Economics                |
|         Erik Johnson        |  4.7   |           Leadership Studies           |
|         Daniel Cruz         |  3.0   |              Mathematics               |
|          Jason Rich         |  5.0   |             Public Policy              |
|         Judy Hoffman        |  4.7   |            Computer Science            |
|         Nicholas Hud        |  2.0   |               Chemistry                |
|          Polo Chau          |  1.0   |            Computer Science            |
|         Molly Slavin        |  4.6   |                English                 |
|        Elyse Carlson        |  3.4   |               Psychology               |
|           John Dec          |  3.0   |         Aerospace Engineering          |
|         Ellen Zegura        |  1.8   |            Computer Science            |
|       Blair Brettmann       |  1.0   |         Materials Engineering          |
|         Annie Anton         |  3.0   |            Computer Science            |
|       Andrew Zangwill       |  3.0   |                Physics                 |
|      Aselia Urmanbetova     |  3.8   |               Economics                |
|         Barry Goodno        |  3.5   |              Engineering               |
|       Klara Grodzinsky      |  4.8   |              Mathematics               |
|        Lucien Dhooge        |  4.5   |               Management               |
|         Bilal Haider        |  0.0   |         Biomedical Engineering         |
|         James Sowell        |  4.6   |                Physics                 |
|      Frederick Pearsall     |  3.2   |              Architecture              |
|          Mark Moss          |  4.5   |            Computer Science            |
|        Rebecca George       |  4.5   |              Mathematics               |
|         Albert Fathi        |  1.9   |              Mathematics               |
|      Elizabeth Disalvo      |  0.0   |            Computer Science            |
|         Julia Tigner        |  3.0   |                English                 |
|          Shimeng Yu         |  4.0   |         Electrical Engineering         |
|       Eric Schumacher       |  3.9   |               Psychology               |
|       Suchismita Dutta      |  5.0   | Literature, Media, &amp; Communication |
|       Arnold Schneider      |  3.1   |               Accounting               |
|        Mayuresh Patil       |  0.0   |         Aerospace Engineering          |
|        Kendra Slayton       |  4.8   |                English                 |
|       Zachary Handlos       |  4.3   |             Earth Science              |
|        Kent Linthicum       |  4.4   |                English                 |
|        Benjamin Jaye        |  4.0   |              Mathematics               |
|      Debankur Mukherjee     |  4.2   |         Industrial Engineering         |
|         David Smith         |  3.5   |         Mechanical Engineering         |
|         Tuba Ketenci        |  1.9   |         Industrial Engineering         |
|       Timothy Stoneman      |  2.5   |                History                 |
|         Eric Murray         |  3.4   |                Science                 |
|         Matthew Hild        |  4.2   |                History                 |
|         Rosa Arriaga        |  2.8   |               Psychology               |
|        Jeffery Hurley       |  5.0   |         Electrical Engineering         |
|          Lizhen XU          |  4.2   |               Management               |
|        George Burdell       |  5.0   |              Engineering               |
|      Emily AliceaMunoz      |  5.0   |                Physics                 |
|     Malgorzata Ilkowska     |  1.6   |               Psychology               |
|           Hwi Lee           |  4.0   |              Mathematics               |
|       Koushyar Rajavi       |  5.0   |               Management               |
|         Arash Yavari        |  2.9   |           Civil Engineering            |
|        Jechiel Jagoda       |  3.5   |         Aerospace Engineering          |
|          Alan Flury         |  2.4   |               Management               |
|        Adele Douglin        |  3.1   |            Modern Languages            |
|         Robert Wood         |  2.3   |                English                 |
|         Xu Andy Sun         |  3.4   |         Industrial Engineering         |
|       Michelle Laplaca      |  1.9   |         Biomedical Engineering         |
|         Wenjing Liao        |  4.8   |              Mathematics               |
|          Levi Wood          |  4.3   |         Mechanical Engineering         |
|       Kelly Griendling      |  4.8   |         Aerospace Engineering          |
|       Hamid Garmestani      |  3.9   |              Engineering               |
|      Harish Ravichandar     |  4.0   |            Computer Science            |
|      Michael Goodisman      |  1.5   |                Biology                 |
|      Frederic Faulkner      |  2.3   |            Computer Science            |
|          Eugene Kim         |  3.1   |               Management               |
|         Mike Lehman         |  0.0   |                English                 |
|       Antonia Antoniou      |  3.1   |         Mechanical Engineering         |
|        Erik Verriest        |  2.2   |         Electrical Engineering         |
|        Donald Webster       |  4.5   |           Civil Engineering            |
|         Greg Bodwin         |  5.0   |            Computer Science            |
|           Ye Zhao           |  3.7   |         Mechanical Engineering         |
|       Mark Styczynski       |  4.5   |          Chemical Engineering          |
|         Barry Branch        |  4.0   |               Management               |
|    Pascal Van Hentenryck    |  0.0   |         Industrial Engineering         |
|        Nick Sahinidis       |  0.0   |         Industrial Engineering         |
|        Corey Goergen        |  3.7   |                English                 |
|       Blair Macintyre       |  3.0   |            Computer Science            |
|         Emily Weigel        |  4.2   |                Biology                 |
|         Harry Sharp         |  5.0   |               Statistics               |
|        Zachary Tidler       |  5.0   |               Psychology               |
|     Rebecca Beki Grinter    |  5.0   |            Computer Science            |
|         Marc K Smith        |  3.5   |         Mechanical Engineering         |
|       J Brandon Dixon       |  3.9   |         Mechanical Engineering         |
|          Calton PU          |  2.9   |            Computer Science            |
|        Stephen Diggle       |  5.0   |                Biology                 |
|           Fei Ding          |  5.0   |            Computer Science            |
|          Mark Smith         |  1.0   |                Physics                 |
|           M G Finn          |  3.8   |               Chemistry                |
|        James Blumling       |  5.0   |         Biomedical Engineering         |
|        Davis Jeffrey        |  3.0   |         Electrical Engineering         |
|         Theresa Snow        |  3.0   |             Health Science             |
|         Xu Yan Chen         |  3.0   |              Mathematics               |
|          Paul Kohl          |  3.3   |          Chemical Engineering          |
|          Osman Dai          |  5.0   |         Industrial Engineering         |
|         Yongtaek Kim        |  3.2   |                 Korean                 |
|       John F McDonald       |  3.4   |                Biology                 |
|     Christine E Heitsch     |  2.4   |              Mathematics               |
|        Martin Jarrio        |  3.8   |                Physics                 |
|        Marc Weissburg       |  2.0   |                Biology                 |
|    Kostas Konstantinidis    |  1.7   |           Civil Engineering            |
|         Dylan Brewer        |  3.9   |               Economics                |
|          Cheng Mao          |  4.2   |              Mathematics               |
|       Michael Hoffmann      |  3.3   |             Public Policy              |
|       Arnold Rubinoff       |  4.6   |               Management               |
|      Jacqueline Garner      |  5.0   |               Management               |
|      Tatiana Rudchenko      |  4.1   |               Management               |
|       Mahdi Roozbahani      |  3.3   |            Computer Science            |
|       Valerie Johnson       |  2.4   |                English                 |
|       Kimberly French       |  4.5   |               Psychology               |
|        Claudio Di Leo       |  4.2   |         Aerospace Engineering          |
|           Samba Sy          |  4.3   |                 French                 |
|         Jennifer Hom        |  4.4   |              Mathematics               |
|        Andrzej Swiech       |  2.9   |              Mathematics               |
|           Chao Li           |  3.7   |                Chinese                 |
|       Rachel Robinson       |  0.0   |                English                 |
|        Hannah Turner        |  0.0   |              Mathematics               |
|         Lelia Glass         |  4.3   |              Linguistics               |
|       Joshua Schroeder      |  4.0   |              Mathematics               |
|          Carol Senf         |  4.0   |     English &amp; Liberal Studies      |
|        Joseph Montoya       |  3.6   |                Biology                 |
|         Ryan Blunck         |  4.3   |               Accounting               |
|        Meghan Babcock       |  5.0   |               Psychology               |
|         Yorai Wardi         |  4.0   |         Electrical Engineering         |
|     Suneesh Karunakaran     |  0.0   |               Chemistry                |
|       Katarzyna Rupar       |  4.7   |               Accounting               |
|         Edwin Greco         |  3.9   |                Physics                 |
|      Roshan Vengazhiyil     |  2.7   |         Industrial Engineering         |
|        Flavio Fenton        |  4.8   |                Physics                 |
|         Dan Margalit        |  4.6   |              Mathematics               |
|         Linda Wills         |  4.6   |         Electrical Engineering         |
|         Morris Cohen        |  3.7   |         Electrical Engineering         |
|        Thomas Collins       |  2.6   |              Engineering               |
|     Gamze TokolGoldsman     |  1.5   |         Industrial Engineering         |
|         ChinHui Lee         |  2.5   |         Electrical Engineering         |
|      Maxwell Rosenthal      |  3.7   |               Economics                |
|         Kevin Kordek        |  3.3   |              Mathematics               |
|         Francis Fish        |  1.5   |         Mechanical Engineering         |
|        Roxanne Moore        |  0.0   |         Mechanical Engineering         |
|       Cassie Mitchell       |  3.0   |         Biomedical Engineering         |
|        Tushar Krishna       |  3.0   |         Electrical Engineering         |
|          John Vate          |  1.7   |         Industrial Engineering         |
|       Jonathan Simone       |  5.0   |              Mathematics               |
|       Olivier Pierron       |  4.4   |         Mechanical Engineering         |
|         Steven Liang        |  2.4   |         Mechanical Engineering         |
|       Salvador Barone       |  4.2   |              Mathematics               |
|        David Cleeton        |  1.0   |               Economics                |
|        Deborah Turner       |  4.7   |               Management               |
|         Katie Badura        |  5.0   |               Management               |
|          James Wenk         |  2.5   |              Mathematics               |
|         Ron Johnson         |  3.2   |         Industrial Engineering         |
|      Santiago Grijalva      |  3.7   |         Electrical Engineering         |
|       Edward Botchwey       |  1.7   |         Biomedical Engineering         |
|       Alperen Ozdemir       |  2.0   |              Mathematics               |
|       Shamkant Navathe      |  2.2   |            Computer Science            |
|    Christopher Stanzione    |  4.1   |               Psychology               |
|    Aleksander Sedzielarz    |  4.8   |                English                 |
|    JuanPablo CorreaBaena    |  1.8   |         Materials Engineering          |
|         Craig Tovey         |  2.2   |         Industrial Engineering         |
|    Victor Vilaça Da Rocha   |  3.6   |              Mathematics               |
|        Francis Ulgado       |  1.9   |               Management               |
|        John Reynolds        |  2.2   |               Chemistry                |
|     Mary HudachekBuswell    |  3.2   |            Computer Science            |
|         Todd Michney        |  3.5   |                History                 |
|         Sung Kyu Lim        |  4.2   |              Engineering               |
|        Enid Steinbart       |  3.5   |              Mathematics               |
|        Stefan France        |  3.2   |               Chemistry                |
|        James Hamblen        |  3.6   |         Electrical Engineering         |
|       Raquel Lieberman      |  2.4   |               Chemistry                |
|           Zhou Hao          |  1.0   |              Mathematics               |
|        Tracey Swartz        |  1.8   |               Management               |
|         Edward Timko        |  1.5   |              Mathematics               |
|          Neha Gupta         |  4.5   |              Mathematics               |
|       Nikki MacKenzie       |  3.1   |               Accounting               |
|       David Muchlinski      |  0.0   |         International Politics         |
|          Hans Klein         |  3.8   |             Public Policy              |
|        Zhuomin Zhang        |  4.5   |         Mechanical Engineering         |
|        Vincent Taupin       |  4.7   |         Mechanical Engineering         |
|      Alexandre Locquet      |  3.0   |              Mathematics               |
|        Julian Rimoli        |  3.7   |         Aerospace Engineering          |
|        Ronnie Howard        |  5.0   |            Computer Science            |
|        Michael Evans        |  2.8   |               Chemistry                |
|         Eric Murray         |  2.3   |                Physics                 |
|      Clifford Henderson     |  1.5   |          Chemical Engineering          |
|       Nicoleta Serban       |  2.5   |         Industrial Engineering         |
|         Turab Zaidi         |  4.1   |         Aerospace Engineering          |
|        David Sherrill       |  4.4   |               Chemistry                |
|         Hongyuan Zha        |  0.0   |            Computer Science            |
|          Vigor Yang         |  3.7   |         Aerospace Engineering          |
|         Jane Thayer         |  3.7   |               Management               |
|         Diana Hicks         |  2.5   |             Public Policy              |
|        Cheryl Leggon        |  3.3   |             Public Policy              |
|        Gerandy Brito        |  3.9   |              Mathematics               |
|  Susan Suzy WatsonPhillips  |  1.7   |            Computer Science            |
|         Alan Ritter         |  1.6   |            Computer Science            |
|           Wing LI           |  2.6   |              Mathematics               |
|          Mark Riedl         |  4.3   |            Computer Science            |
|       Michael Buchanan      |  4.2   |               Management               |
|       Satyajit Karnik       |  5.0   |               Management               |
|        Caleb Southern       |  4.0   |            Computer Science            |
|          Tim Martin         |  4.7   |               Management               |
|       Orli Herscovici       |  1.3   |              Mathematics               |
|         Ernest Croot        |  2.6   |              Mathematics               |
|          Anu Thapa          |  1.5   |                English                 |
|    Nivedita Bhattacharya    |  4.9   |         Electrical Engineering         |
|         Hongyi Zhou         |  4.0   |              Mathematics               |
|        Julia Melkers        |  3.5   |           Political Science            |
|         Teresa Snow         |  3.5   |             Health Science             |
|        Shahaf Nitzan        |  3.6   |              Mathematics               |
|          Eric Lewis         |  4.8   |                English                 |
|       Melinda McDaniel      |  3.6   |            Computer Science            |
+-----------------------------+--------+----------------------------------------+
